Id,SE,Name,Weighted In-Degree,Authority,Hub,PageRank
83,366, Zaphoid,10,0.0001900563,0.0004060419,0.0001042326
84,444, Jonathan Campbell,8,0.0001140338,0.0001624168,4.92624654841941E-005
85,201, Chris Simmons,12,0.000152045,0,5.57117264956873E-005
86,4200, Shog9,327,0.0017105063,0.003410752,0.0005080253
87,2172, dassouki,128,0.0015964726,0.00251746,0.0005902495
88,458, Jaydles,19,0.0001140338,0.0001624168,6.55557811168448E-005
89,823, Vinko Vrsalovic,40,0.0003801125,0.0007308754,9.74382163252015E-005
90,101, Jim Puls,0,0,0,0
91,1550, JYelton,70,0.0004181238,0.0008932922,0.000162419
92,307, Binary Worrier,10,0.0001140338,0.0002436251,5.20625419562296E-005
93,101, ujh,0,0,0,0
94,634, Kryptic,38,0.0002280675,0.0004060419,7.62003615411833E-005
95,101, Dusty Campbell,0,0,0,0
96,376, Chris Jester-Young,22,0.0002280675,0.0004060419,7.21723395052631E-005
97,186, flicken,7,7.60225E-005,0.0001624168,0.0001024221
98,131, Neil Aitken,3,7.60225E-005,0,5.49361498803334E-005
99,1691, Mike Sherov,114,0.0007222138,0.0012993341,0.0002771565
100,316, Ian G,11,0.0001900563,0.0003248335,0.0001237279
101,101, Zayenz,0,0,0,0
102,101, Callum,0,0,0,0
103,106, Jason Punyon,0,0,8.120838E-005,0
104,2194, J Wynia,127,0.0008742588,0,0.0002279316
105,236, BillN,7,0.0001900563,0.0004060419,6.10713031914756E-005
106,336, GalacticCowboy,22,0.0003801125,0,9.64060683711339E-005
108,265, Walter Mundt,6,7.60225E-005,0.0001624168,4.85015348256479E-005
109,517, Elizabeth Schechter,31,0.00030409,0.0006496671,0.000089922
110,111, ageektrapped,1,7.60225E-005,0,4.63803678282636E-005
111,101, Blair Scott,0,0,0,0
112,285, Zepplock,4,0.0002660788,0.0005684587,7.2149308740705E-005
113,695, Christian Payne,11,0.0001140338,0.0002436251,9.3411659836717E-005
114,1096, Crispy,98,0.0002660788,0,0.0001066495
115,5665, Pulse,346,0.0024707313,0.004304044,0.0008339775
116,101, Fredrik MÃƒÂ¶rk,22,7.60225E-005,0,4.46256384681599E-005
117,321, Jin,30,0.0001140338,0,4.75227607499522E-005
118,141, Billy Coover,0,0,8.120838E-005,0
119,101, Ben Williams,0,0,0,0
120,101, Jeff Atwood,0,0,0,0
121,101, Yahel,0,0,0,0
122,675, jmoeller,54,0.0003801125,0.0008120838,0.0001584429
123,3675, Ryan Elkins,247,0.0010643151,0.001055709,0.0004964498
124,422, Michael Mior,19,0.00030409,0.0006496671,7.40167633461685E-005
125,2800, lomaxx,78,0.0005701688,0.001055709,0.0004114447
126,1408, Ian Turner,98,0.0009882925,0.0018677928,0.0002273833
127,194, Markus,10,0.0001140338,0.0001624168,5.9837170294171E-005
128,435, Oren,0,0,8.120838E-005,0
129,101, vzczc,0,0,0,0
130,123, Darko Z,0,0,8.120838E-005,0
131,118, zlog,0,7.60225E-005,0.0001624168,5.59730807876597E-005
132,101, Jedi Master Spooky,0,0,0,0
133,101, deterb,0,0,0,0
134,236, Adrian Petrescu,12,7.60225E-005,0,4.98603812995625E-005
135,101, devoured elysium,0,0,0,0
137,151, dpp,5,0.0001140338,0,5.6064701032607E-005
138,217, Sam Saffron,4,7.60225E-005,0.0001624168,4.83039165021304E-005
139,141, abbot,4,7.60225E-005,0,4.4879664752887E-005
140,536, Senseful,4,0.0001140338,0.0002436251,5.21439417948592E-005
141,635, LeopardSkinPillBoxHat,19,0.0001900563,0.0003248335,5.68079062117918E-005
142,228, Adam A,7,0.0001140338,0.0002436251,5.1792478481381E-005
143,495, jbcreix,31,0.00030409,0.0004872503,7.98925039620331E-005
144,100, paprika,0,0,0,0
145,1178, Covar,116,0.0010263037,0.0015429592,0.0003030537
146,101, Antony,0,0,0,0
147,151, BlueRaja - Danny Pflughoeft,0,0,8.120838E-005,0
148,101, Shard,0,0,0,0
149,1255, bmargulies,86,0.0011023263,0.0018677928,0.0002579252
150,128, YOU,0,0,8.120838E-005,0
151,101, Nick Haddad,0,0,0,0
152,1637, Brendan Long,124,0.0011783488,0.0014617508,0.0003554439
153,138, AVD,0,0,8.120838E-005,0
154,101, Seh Hui Leong,0,0,0,0
155,211, Garo Yeriazarian,11,0.0001140338,0,5.19774029960038E-005
156,101, Rick Hochstetler,0,0,0,0
157,727, Lee,16,0.0001140338,0.0001624168,0.000054577
158,100, Richard Hoskins,0,0,0,0
159,216, tomjedrz,10,0.0001900563,0,5.60925360523493E-005
160,7112, derobert,513,0.004713395,0.00503492,0.0019326412
161,660, acrosman,50,0.00060818,0.0009745006,0.0001977431
162,186, James H,7,0.0001140338,0,5.58481815097501E-005
163,219, Alejandro Mezcua,7,0.00030409,0,7.31450726058648E-005
164,1372, bubu,113,0.00091227,0,0.0002860688
166,596, tunnuz,48,0.0001140338,0,7.77964228505297E-005
167,101, Trefex,0,0,0,0
168,243, Bala Clark,10,0.0001140338,0.0002436251,4.71809307568388E-005
169,133, Himadri,0,0,8.120838E-005,0
170,101, Opera,0,0,0,0
171,101, ollifant,0,0,0,0
172,101, Johan Buret,0,0,0,0
176,342, leiflundgren,16,0.0003801125,0.0008120838,0.0001786965
177,1398, AttilaNYC,49,0.00091227,0.0013805425,0.0002420565
178,1572, Tim Sullivan,85,0.0003801125,0,0.0002464853
179,195, MaurizioPz,18,0.000152045,0,5.09958318964074E-005
180,101, NetSide,0,0,0,0
181,868, Cornelius,25,0.0001140338,0.0002436251,7.28226611763228E-005
182,168, Phil Jenkins,0,0,8.120838E-005,0
183,7432, papin,429,0.0025087425,0.004060419,0.0007878772
184,870, Andres Jaan Tack,34,0.000152045,0.0003248335,0.0000615
185,101, Dan,0,0,0,0
187,277, John Burley,0,0,8.120838E-005,0
188,401, Paperjam,45,0.0001140338,0,0.000046638
189,888, Owen S.,76,0.0002660788,0.0005684587,8.30649157500445E-005
190,1560, Gabriel Hurley,158,0.0004181238,0.0008120838,0.0002530025
191,634, Charlie,44,7.60225E-005,0.0001624168,4.36951611417693E-005
193,254, huynhjl,17,0.000152045,0.0003248335,5.28031405697003E-005
194,502, uncle brad,26,0.0004181238,0.0006496671,0.0001219049
196,216, Jacob,0,0,8.120838E-005,0
197,2050, Vicky,161,0.0012923826,0.0017865844,0.00056004
198,793, notpeter,29,7.60225E-005,0.0001624168,4.46256384681599E-005
200,121, Nifle,2,7.60225E-005,0,5.46901670417934E-005
201,1876, Bruce Alderson,143,0.0015204501,0,0.0003808303
202,316, fencliff,16,0.000152045,0.0003248335,5.16551946871145E-005
203,921, ManiacZX,87,0.0008362475,0,0.0002031084
204,411, Joel in GÃƒÂ¶,17,0.0002660788,0.0004060419,0.0001171982
205,403, tobiw,10,0.0002280675,0.0004872503,5.75161813414041E-005
206,101, Narayan,0,0,0,0
207,1125, Recep,92,0.0006461913,0.0012993341,0.000401952
208,128, user208,0,0,8.120838E-005,0
209,301, seanyboy,14,0.0002280675,0.0004872503,0.0002286308
210,6799, Sam Holder,337,0.0029648775,0.0048725028,0.0007466761
211,543, Michael Pryor,33,0.0001900563,0.0004060419,5.37353303042576E-005
212,101, Ken Pespisa,0,0,8.120838E-005,0
213,195, Jonathon Watney,0,0,8.120838E-005,0
215,1195, nicorellius,79,0.0011023263,0.0018677928,0.0002356413
216,143, Graham Clark,0,0,8.120838E-005,0
217,810, Ben McCormack,25,0.0003801125,0.0006496671,9.49758260612175E-005
218,9214, Satanicpuppy,626,0.0058157216,0.0077960044,0.0030833738
219,1556, ceejayoz,133,0.0009882925,0,0.0001675658
220,4034, kevins,328,0.0017485175,0.0029235017,0.0008762187
221,101, Carl Seleborg,0,0,0,0
222,621, s_hewitt,44,0.0003801125,0.0006496671,0.0001610644
223,100, JoshFinnie,0,0,0,0
224,123, Brian L,1,7.60225E-005,0.0001624168,4.74440845834792E-005
225,624, PaulS,58,0.0004941463,0,0.0001216484
226,103, Ed Brannin,0,0,0,0
227,231, Aant,13,0.0002280675,0,0.0001064567
229,508, Trey Jackson,30,0.0004181238,0.0008120838,0.0001147257
230,101, notJim,0,0,0,0
231,6025, talon8,415,0.0036870914,0.0045476696,0.0015270853
232,101, chrisbtoo,0,0,0,0
233,111, Dave Bacher,1,7.60225E-005,0,4.59087384195555E-005
234,101, Jedidja,0,0,0,0
235,138, eych,1,0.0001140338,0.0001624168,0.000056282
236,228, Matt Sherman,0,0,8.120838E-005,0
237,111, Liggy,-1,7.60225E-005,0.0001624168,4.46256384681599E-005
238,241, Mark Davidson,5,0.0001140338,0.0002436251,4.79577663985597E-005
239,719, googletorp,27,0.0001900563,0.0003248335,6.07435246259559E-005
240,101, Dave Andersen,0,0,0,0
241,101, Tester101,0,0,0,0
242,101, underwhelmed,0,0,0,0
243,873, Jon Galloway,67,0.0002280675,0.0004060419,7.1957924761875E-005
244,101, adamjford,0,0,0,0
246,615, Laura Kane-Punyon,35,0.00030409,0.0004060419,0.0001253537
247,101, gabr,0,0,0,0
248,169, Mike Polen,6,0.0001140338,0,0.000045183
249,165, jessegavin,0,0,8.120838E-005,0
250,101, 81bronco,0,0,0,0
251,484, mohlsen,16,0.0002280675,0.0002436251,7.71591018555279E-005
252,101, Helen,0,0,0,0
254,151, Stefan Rusek,15,7.60225E-005,0,4.46256384681599E-005
255,101, Daniel LeCheminant,0,0,0,0
256,101, HurnsMobile,0,0,0,0
257,101, andyortlieb,0,0,0,0
258,139, TonyB,6,0.0001140338,0,6.09283333939267E-005
259,148, Noctrine,1,7.60225E-005,8.120838E-005,4.71436268195577E-005
260,592, Nick,44,0.0002280675,0.0004060419,0.0001287536
261,116, spaetzel,0,0,8.120838E-005,0
263,197, Michael Haren,0,0,8.120838E-005,0
264,708, Nick Canzoneri,32,0.0002280675,0.0004872503,0.000109764
265,101, Mark Biek,0,0,0,0
266,2732, Ward,198,0.0023947088,0.002761085,0.0006664853
267,353, fryguybob,17,0.0001900563,0.0003248335,0.000050919
268,101, travis,0,0,0,0
269,111, aehiilrs,1,7.60225E-005,0,5.07813220274882E-005
270,101, alxp,0,0,0,0
271,264, Bryson,3,7.60225E-005,0.0001624168,5.57558797554049E-005
272,101, Gelatin,0,0,0,0
273,101, Mike Akers,0,0,0,0
275,101, James,0,0,0,0
277,101, Jake Pearson,0,0,0,0
278,131, Russ Bradberry,3,0.0001140338,0,5.0227864997341E-005
279,111, splattne,1,7.60225E-005,0,4.60048758505529E-005
280,295, Nate,6,0.0001140338,0.0001624168,5.31925092299623E-005
281,286, ScottKoon,25,0.0002280675,0.0002436251,8.06705705162748E-005
282,101, Jon Sagara,0,0,0,0
283,101, uswaretech,0,0,0,0
284,133, Sev,0,0,8.120838E-005,0
285,582, nohat,23,0.0003801125,0.0005684587,0.0001060932
286,100, Chris Ammerman,0,0,0,0
287,141, antony.trupe,0,0,8.120838E-005,0
288,591, bess,56,0.0001900563,0,0.0001332507
289,101, phwd,0,0,0,0
292,81, mattinto,13,7.60225E-005,0,4.5947830616616E-005
293,241, Tim Post,1,0.0001140338,0.0002436251,0.0001604199
295,806, Scivitri,62,0.00060818,0.0008120838,0.0002773681
296,1779, Vecta,109,0.0009882925,0.0014617508,0.0003420864
299,144, Alexander Gladysh,0,0,8.120838E-005,0
300,248, Chris Simpson,10,7.60225E-005,0.0001624168,4.45568530700888E-005
301,101, dagorym,0,0,0,0
303,139, mkb,1,7.60225E-005,8.120838E-005,4.66405241380753E-005
304,4034, Kate Gregory,344,0.003801125,0.0043852525,0.0014521638
307,101, Craig Walker,0,7.60225E-005,0,6.43024487201596E-005
308,101, Alexander Konstantinov,0,0,0,0
310,71, MRJ,33,0.000152045,0,5.31827402353841E-005
311,101, jscott,0,0,0,0
312,80, Henry,0,0,8.120838E-005,0
313,101, Studer,0,0,0,0
315,101, roufamatic,0,0,0,0
318,328, jcollum,2,0.0001140338,0.0001624168,6.18204187632891E-005
319,416, mouche,0,0,8.120838E-005,0
320,101, Michael Wheeler,0,0,0,0
321,101, Wilhelm,0,0,0,0
322,101, arathorn,0,0,0,0
323,101, Kiranu,0,0,0,0
324,159, Kami,5,7.60225E-005,0,5.46901670417934E-005
325,61, Grace,6,7.60225E-005,0,4.48605755217813E-005
328,309, Brettski,20,0.0002660788,0.0004872503,7.56169443479284E-005
329,343, MatthewMartin,4,7.60225E-005,8.120838E-005,4.66405241380753E-005
330,366, David Snyder,25,0.0001140338,0,4.9972652068475E-005
331,119, Sergey Aldoukhov,-1,0.0001140338,0.0002436251,5.19602871894936E-005
332,427, Fanzoo,16,0.0001900563,0.0003248335,8.55574468645915E-005
335,462, octonion,34,0.0004181238,0.0006496671,8.26774690777171E-005
336,81, Aaron,8,7.60225E-005,0,4.41906328195524E-005
337,128, Keithius,0,0,8.120838E-005,0
338,101, mbaird,0,0,0,0
339,71, T. Elf,5,7.60225E-005,0,4.41906328195524E-005
341,101, Nick,0,0,0,0
342,101, Humpton,0,0,0,0
343,101, Andrew,0,0,0,0
344,333, 280Z28,4,7.60225E-005,0.0001624168,5.75725277178571E-005
345,121, GSto,4,7.60225E-005,0,4.5947830616616E-005
346,101, Craig Stuntz,3,7.60225E-005,0,4.66514474897226E-005
347,136, Alaina,12,7.60225E-005,0,4.59194107186364E-005
349,101, esm,0,0,0,0
350,131, anildash,11,0.0001140338,0,0.000048728
351,101, Maxim Zaslavsky,0,0,0,0
352,101, Marc Gravell,0,0,0,0
353,101, Amir Rachum,0,0,0,0
355,101, Jeff Leyser,0,0,0,0
358,1508, raven,113,0.0003421013,0.0005684587,0.0001191776
359,723, goblinbox,51,0.0007602251,0.0011369174,0.0001312383
361,141, Novelocrat,4,7.60225E-005,0,4.48605755217813E-005
362,101, Chris Gow,0,0,0,0
363,330, Josh Stodola,10,0.00030409,0.0004872503,0.0001437504
364,6662, JustRightMenus,353,0.002280675,0.0041416273,0.0005670689
366,101, Jordan Parmer,0,0,0,0
367,101, ctd,0,0,0,0
368,101, dbyrne,0,0,0,0
369,101, Benry,0,0,0,0
372,273, glasnt,5,0.0001140338,0.0001624168,4.52515651597449E-005
373,1689, Tea Drinker,18,0.0004181238,0.0007308754,0.0001772142
376,123, jeffm,0,0,8.120838E-005,0
377,140, Michael Ekstrand,4,7.60225E-005,0.0001624168,4.5947830616616E-005
380,101, TonyAbell,0,0,0,0
381,101, nevali,0,0,0,0
382,101, Brian R. Bondy,0,0,0,0
384,101, jasedit,0,0,0,0
385,168, Ryan,5,7.60225E-005,0,5.50118075359328E-005
386,101, Chris Bartow,0,0,0,0
387,101, Erik,0,0,0,0
388,101, Jon,0,0,0,0
389,101, Brian Webster,0,0,0,0
390,146, adambox,2,0.0001140338,0.0002436251,5.26573879807259E-005
393,101, akent,0,0,0,0
394,101, Achilles,0,0,0,0
395,101, Jason Jones,0,0,0,0
396,264, Chris W. Rea,0,0,8.120838E-005,0
397,101, thorncp,0,0,0,0
398,301, Leftium,20,0.0002280675,0,0.0001171318
399,101, Macho Matt,0,0,0,0
400,121, Arve Systad,2,7.60225E-005,0,4.86529348640048E-005
402,101, Nik,0,0,0,0
403,3695, Iuls,213,0.0015964726,0.002761085,0.0005401844
405,292, JSBÃ•Â±Ã•Â¸Ã•Â£Ã•Â¹,0,7.60225E-005,8.120838E-005,4.39573098368359E-005
407,101, horatio,0,0,0,0
408,101, cynicalman,0,0,0,0
409,101, Brian,0,0,0,0
411,101, adamcodes,0,0,0,0
412,101, scribu,0,0,0,0
414,101, Todd Brooks,0,0,0,0
416,101, sblair,0,0,0,0
419,693, John Dyer,52,0.0005701688,0.0006496671,0.0001567281
420,248, splattered bits,0,0,8.120838E-005,0
421,101, Mark,0,0,0,0
422,161, offby1,5,0.0002280675,0,9.6373345430563E-005
423,101, Aaron Harun,0,0,0,0
426,13283, Darin Sehnert,862,0.0036490802,0,0.000838215
429,101, Jeffrey Cameron,0,0,0,0
430,101, Pablo,0,0,0,0
432,101, Jim OHalloran,0,0,0,0
433,168, Dave,1,0.0001140338,0.0001624168,4.63150956596936E-005
434,101, HoLyVieR,0,0,0,0
436,101, Chris,0,0,0,0
437,68, Chris,0,0,8.120838E-005,0
438,1310, Daniel Bingham,46,0.0005701688,0.001055709,0.0001412668
441,101, jonezy,0,0,0,0
442,101, echoblaze,0,0,0,0
443,101, Peter,0,0,0,0
444,101, jdiaz,0,0,0,0
446,6638, sarge_smith,468,0.0038391363,0.0046288776,0.0011674418
448,101, Wookai,0,0,0,0
449,355, Coltin,17,0.0001140338,0.0001624168,4.59842836413621E-005
450,397, Princess Fi,27,0.000456135,0.0006496671,9.51951633933505E-005
451,226, Sean D.,21,0.0001140338,0,5.0193859703195E-005
452,351, Zach,20,0.0001900563,0,0.000091512
454,101, Paul Rowland,0,0,0,0
455,101, Paul Alexander,0,0,0,0
457,101, Matt Miller,0,0,0,0
458,101, Mark H,0,0,0,0
459,21, AdamF,2,0.0001900563,0,5.96481815610215E-005
461,101, Matt Sheppard,0,0,0,0
462,101, lucius,0,0,0,0
463,111, dlowe,1,7.60225E-005,0,0.000048393
464,101, Bernard Chen,0,0,0,0
466,101, nullptr,0,0,0,0
468,41, user468,4,0.0001140338,0,5.07288341313441E-005
469,101, Johnsyweb,0,0,0,0
470,771, joyjit,58,0.0004181238,0.0008932922,0.0001642248
471,101, Diego Mijelshon,0,0,0,0
474,129, jfrobishow,2,0.000152045,0,5.31826829383402E-005
475,121, tugga,0,0,8.120838E-005,0
476,101, cbp,0,0,0,0
477,101, Mike,0,0,0,0
478,101, x3ja,0,0,0,0
479,101, Sepehr Lajevardi,0,0,0,0
480,101, sverrejoh,0,0,0,0
481,101, Nick Lewis,0,0,0,0
483,101, Pies,0,0,0,0
485,108, Suppressingfire,0,0,8.120838E-005,0
486,594, tonylo,49,0.0009502813,0.0016241677,0.0001243794
487,101, Jon Lasser,0,0,0,0
488,101, Kent Fredric,0,0,0,0
489,101, kamens,0,0,0,0
490,101, Stephen Pellicer,0,0,0,0
491,101, Alexander Stolz,0,0,0,0
492,101, Prairiedogg,0,0,0,0
493,101, snitzr,0,0,0,0
494,101, Ravi Vyas,0,7.60225E-005,0,5.07813220274882E-005
495,166, BetsyB,0,0,8.120838E-005,0
496,146, mjg123,13,7.60225E-005,0,5.07813220274882E-005
497,21, Dave,2,7.60225E-005,0,4.41906328195524E-005
498,101, Blair Zajac,0,0,0,0
499,101, Jon,0,0,0,0
501,171, Scott Newson,7,0.0002280675,0,7.26953814279721E-005
502,129, Manoj,0,0,8.120838E-005,0
503,253, Todd Hunter,0,0,8.120838E-005,0
504,101, Jim Blake,0,0,0,0
505,203, Jono,7,0.0001140338,0.0002436251,4.89953109695716E-005
507,101, Omu,0,7.60225E-005,0,0.000044368
508,101, Catalin Iacob,0,0,0,0
509,101, DavGarcia,0,0,0,0
510,101, Toader Mihai Claudiu,0,0,0,0
511,101, Chris Mayer,0,0,0,0
512,161, Ivo Flipse,6,7.60225E-005,0,5.46901670417934E-005
515,101, Pat,0,0,0,0
516,61, clarke ching,6,7.60225E-005,0,4.59213364628527E-005
517,678, Shalmanese,41,0.0003801125,0.0007308754,0.0001697183
518,101, matli,0,0,0,0
519,268, puri,13,0.0002280675,0.0004872503,6.58111189881595E-005
520,101, akira,0,0,0,0
522,167, Vulcan Eager,0,0,8.120838E-005,0
523,101, Noam Gal,0,0,0,0
524,101, Stefan Egli,0,0,0,0
525,101, Simurr,0,0,0,0
526,101, lhahne,0,0,0,0
527,101, Noel M,0,0,0,0
528,101, PaweÃ…â€š GoÃ…â€ºcicki,0,0,0,0
529,101, Commander Keen,0,0,0,0
531,308, Roman Protsiuk,17,0.0001900563,0.0002436251,5.72355056844417E-005
533,183, Stuart Helwig,6,0.0001140338,0.0002436251,5.12164511833596E-005
534,100, balpha,0,0,0,0
535,401, Jacek Konieczny,22,0.0003801125,0,0.0002316721
536,116, Lazer,0,0,8.120838E-005,0
537,101, Rumen Georgiev,0,0,0,0
538,101, Lipis,0,0,0,0
539,934, Matthew Walton,73,0.0007222138,0,0.0001900554
540,61, akashic,6,0.0001140338,0,4.7124537588452E-005
541,173, trioptimum,14,0.000152045,0.0001624168,4.78470864681657E-005
544,101, didxga,0,0,0,0
546,101, Kip,0,0,0,0
547,101, tamberg,0,0,0,0
549,101, miku,0,0,0,0
550,101, Thomas LÃƒÂ¶tzer,0,0,0,0
551,121, Spedge,2,7.60225E-005,0,0.000053324
552,146, Gerbil,12,0.000456135,0.0007308754,0.0001649899
553,166, Bart Kiers,5,0.0001900563,0,5.97771674030708E-005
555,235, Ovi Tisler,0,0,8.120838E-005,0
556,101, mhaller,0,0,0,0
557,1211, Pointy,79,0.0007982363,0.0012181257,0.0001605374
559,101, Sindri Traustason,0,0,0,0
560,161, Manne,16,0.0001900563,0,6.39235471422279E-005
561,260, Jay R.,11,0.000152045,0.0002436251,6.51048777239584E-005
562,111, Mal Ross,0,0,8.120838E-005,0
564,91, cowfish,9,0.0001140338,0,0.00004894
567,123, lavonardo,1,7.60225E-005,0.0001624168,4.46256384681599E-005
568,311, configurator,15,0.0001900563,0.0004060419,0.000083351
569,28, skootergrrl,0,0,8.120838E-005,0
570,101, Andrew Lewis,0,0,0,0
571,101, Mike,0,0,0,0
572,101, Peter Gibson,0,0,0,0
575,101, Tristan Su,0,0,0,0
577,101, ADB,0,0,0,0
578,175, Rob Sobers,0,0,8.120838E-005,0
581,101, xkcd150,0,0,0,0
582,101, Luke Girvin,0,0,0,0
583,101, Adam Neal,0,0,0,0
585,181, cremes,18,7.60225E-005,0,4.36951611417693E-005
586,126, mbowles,11,0.0001900563,0,9.31362638409494E-005
588,123, Jeremy McGee,0,0,8.120838E-005,0
589,101, pablasso,0,0,0,0
590,101, mercutio,0,0,0,0
591,171, seh,7,7.60225E-005,0,4.43842560199096E-005
593,111, Peter Kovacs,1,7.60225E-005,0,4.46501694163103E-005
594,111, Mark Ingalls,1,7.60225E-005,0,4.48605755217813E-005
597,383, JulesLt,24,0.0004181238,0.0007308754,9.93896476513561E-005
599,373, McKenzieG1,23,0.00030409,0.0004060419,0.000291873
600,250, Smashery,0,0,8.120838E-005,0
601,171, Paul Kroon,7,7.60225E-005,0,4.47345413508527E-005
602,101, sep332,0,0,0,0
603,101, alanc,0,0,0,0
604,108, Peter,0,0,8.120838E-005,0
607,101, nicerobot,0,0,0,0
609,101, MattGWagner,0,0,0,0
610,101, Brian Bolton,0,0,0,0
611,5840, Carmi,494,0.00456135,0.0066590873,0.001924131
612,101, Chealion,0,0,0,0
613,389, Kenster,21,0.0005321575,0.0006496671,0.0001401572
614,101, matt b,0,0,0,0
615,189, Tore,6,0.00030409,0.0005684587,0.000264878
616,396, CodeToGlory,0,0,8.120838E-005,0
617,56, faelady,0,0,8.120838E-005,0
619,156, Johnny Maelstrom,0,0,8.120838E-005,0
620,101, yalestar,0,0,0,0
621,9, user621,0,7.60225E-005,0,4.43406261655844E-005
622,101, TheJuice,0,0,0,0
623,143, Matthew,0,0,8.120838E-005,0
